   7.5789937e+00  -9.0229391e+00   1.2217778e+00  -6.9299433e-02   7.3379735e-02   4.0111190e-01   2.8340652e-01  -1.2404395e-01  -2.3828971e-01  -1.9756978e-01   2.0586141e-02  -4.2672768e-02  -3.9662171e-02   1.2378644e-02   8.3634728e-02   2.9286468e-02  -7.0967224e-02  -1.2534451e-02  -1.8798589e-02  -1.0189343e-01   2.3411495e-01
   7.3180084e+00  -8.8381680e+00   1.5791524e+00  -1.5777940e-02   9.7257403e-02   3.1280490e-01   1.7525343e-01  -5.4783354e-02  -2.2583278e-01  -3.0468152e-01  -9.3784595e-03  -6.1629738e-03  -8.7257139e-02   1.4134396e-02   7.1243301e-02   3.0107714e-02  -2.4080898e-02  -1.9525839e-02  -1.2156405e-01  -1.2037796e-01   2.2962890e-01
   5.4726057e+00  -7.5274729e+00   2.9686729e+00   3.0586681e-02   3.4803819e-01   9.5083745e-02  -5.5623630e-02   2.0624155e-02  -1.0319751e-01  -1.3154128e-01  -9.6897102e-02  -1.7277347e-01  -1.1349811e-01  -9.2821654e-02  -8.4994117e-02  -9.5294835e-02  -4.3910326e-02  -1.5444436e-01  -7.2667779e-02  -2.3468711e-01   4.4212868e-02
   4.9744556e+00  -7.1354719e+00   2.9577148e+00  -2.9784873e-01   3.2044235e-01   1.2270898e-01  -6.9386011e-02   2.2687757e-02  -1.0678170e-01  -1.0647242e-01  -1.3351135e-02  -1.7177976e-01  -5.2586742e-02  -6.3745670e-02  -3.4679204e-02  -3.6822534e-02  -5.4926510e-02  -1.1075759e-01  -5.7069991e-02  -1.6402889e-01   7.7699360e-02
   5.3700942e+00  -7.4898707e+00   2.7586078e+00  -8.8281845e-02   2.7483060e-01   5.6600934e-02  -1.0524349e-01  -4.5844490e-02  -1.1666836e-01  -1.4007115e-01  -4.4566781e-02  -1.3815409e-01  -3.0484165e-02  -3.2488646e-02  -1.9058326e-02   7.9375470e-03  -1.5614254e-02  -1.2736075e-01  -5.8069130e-02  -1.7582045e-01   1.5952550e-01
   6.7767607e+00  -8.7993981e+00   1.7144183e+00   4.4548177e-01   2.1806804e-01   9.7890776e-02  -3.5345054e-02  -9.8176378e-02  -9.9299120e-02  -1.1594412e-01  -5.4542308e-03  -4.8115429e-02  -3.9518422e-03   5.3589500e-02  -1.0356354e-02  -6.5056874e-03   3.7378644e-03  -4.0822634e-02  -4.8980121e-02  -5.8648267e-02   6.1050427e-02
   6.6077052e+00  -8.5241687e+00   2.0454257e+00   2.4534083e-01   1.0370035e-01   9.6688826e-02   4.3870069e-02   1.8646432e-02  -1.3695406e-01  -2.0478728e-01  -9.3964831e-02  -2.0038111e-02  -4.2761064e-02   1.0203943e-02  -5.1623495e-03  -4.4322287e-02  -7.0029491e-03  -6.4093317e-02  -4.5153050e-02  -1.2428738e-01   1.4111397e-01
   6.8110261e+00  -8.7461059e+00   1.8392874e+00   2.7225643e-01   6.1030136e-02   6.4685809e-02   3.4362928e-02  -1.3712430e-02  -3.7178333e-02  -1.1023068e-01  -9.0925346e-02  -9.2135642e-02   2.5781542e-03  -1.8113096e-02   4.3405020e-02  -7.6850238e-04   1.5078490e-02  -3.5613905e-02  -5.1443400e-02  -9.4896608e-02   1.4741341e-01
   6.1599367e+00  -8.4432718e+00   2.2803140e+00  -1.0373385e-01  -3.7341225e-02   2.5923198e-01   1.3373982e-01  -4.8258986e-02  -1.9719750e-02  -1.5064466e-01  -1.6926050e-01  -9.0840299e-03   1.7412314e-01   5.1162460e-02  -4.3097800e-02  -2.3052453e-02  -1.9787195e-02  -8.4894975e-02  -7.6643525e-02  -9.1208077e-02   2.6149074e-01
   6.5652287e+00  -8.7282489e+00   1.9621186e+00  -3.6950357e-02  -1.0227622e-01   3.1573305e-01   1.8497686e-01  -4.3570140e-02  -4.0095770e-02  -1.1564204e-01  -1.3051957e-01   2.9212158e-02   1.7182050e-01   6.6523715e-02  -5.4197895e-02  -2.4694830e-02  -2.8365643e-02  -6.5899660e-02  -7.0846517e-02  -7.4702710e-02   2.2039665e-01
   6.1858012e+00  -8.3678750e+00   2.1593067e+00  -8.2956220e-02  -5.6445604e-02   3.0661120e-01   1.9171872e-01  -7.3693047e-02  -7.1212627e-02  -6.2856815e-02  -1.5237701e-01   9.6102870e-03   1.3680549e-01   5.1561733e-02  -5.0171116e-02  -5.8008376e-02  -2.7745540e-02  -9.2409105e-02  -5.1448320e-02  -1.2724549e-01   2.3302894e-01
   3.3541370e+00  -5.9855578e+00   3.7096722e+00  -1.5111238e-01  -5.8469062e-01  -1.7734905e-01   4.8273540e-02  -8.0948175e-02  -1.1315687e-01  -6.7934282e-02   2.9189423e-02  -3.1811309e-02  -1.7037387e-02  -5.4138266e-02   2.5235942e-02   2.1924078e-02   3.9867006e-02   6.3655314e-03   2.2886063e-02  -2.4995924e-02   3.1181323e-02
   5.0094524e+00  -7.5009385e+00   2.9000623e+00   4.4603111e-01  -3.7550956e-01  -1.7832891e-01   9.2546079e-02   3.3558965e-02  -5.5466792e-02  -8.6757380e-02   2.0339305e-02  -2.7977656e-02  -5.3143064e-02  -1.2688973e-01  -3.9396324e-02  -5.5626119e-02   3.0994809e-02   2.4859128e-02  -1.2252981e-02  -2.0827875e-01   1.6272164e-01
   5.2310291e+00  -7.6750784e+00   2.8741402e+00   2.5453163e-01  -4.2331205e-01  -1.0772832e-01   1.7792519e-01   5.8160746e-02  -1.1205705e-01  -1.1950706e-01   1.4473545e-02   3.2822584e-02  -1.5738683e-02  -1.2911222e-01  -2.4563278e-02  -6.4387371e-03   2.1533152e-03  -2.7145646e-02  -9.6604819e-03  -1.5733604e-01   1.6244160e-01
   5.9609637e+00  -8.1031034e+00   2.5056755e+00   3.2602933e-01  -2.7711566e-01   4.6828474e-02   1.3773994e-01  -1.0523621e-01  -2.7962520e-01  -1.8735645e-01  -5.4923550e-03   4.7169226e-02  -1.7713680e-02  -6.7319975e-02   3.7586217e-02  -4.2240081e-02  -5.2509640e-02  -6.4244732e-02  -1.9671122e-03  -7.7359686e-02   2.1929181e-01
   6.3342497e+00  -8.3628638e+00   2.3187249e+00   3.2863311e-01  -1.9617975e-01  -1.6727153e-02   1.8890157e-01  -1.3207991e-01  -2.6120419e-01  -2.0658028e-01   3.9877703e-03   3.3169867e-02  -8.5445968e-03  -4.4870736e-02  -6.5220320e-03   1.6387580e-02  -4.7554864e-02  -8.6181256e-02   5.7732267e-03  -5.1955093e-02   1.9143594e-01
   6.3792565e+00  -8.2807513e+00   2.2060696e+00   3.8972218e-01  -8.9807858e-02   5.5655382e-02   1.5845876e-01  -3.3562629e-02  -2.7396936e-01  -1.5451507e-01  -7.6413885e-03   9.1629468e-03  -5.3335519e-04  -1.0248986e-01  -6.6839732e-02  -7.0496482e-02  -1.2017210e-01  -9.6043301e-02  -2.2704388e-02  -8.7388792e-02   2.0859019e-01
   7.8159153e+00  -8.9134441e+00   1.2025888e+00   2.9560866e-01   1.1254674e-01   2.3686838e-01   1.1100441e-01  -2.3771136e-01  -1.3592942e-01  -5.5586579e-02  -9.7978298e-02  -6.2867994e-02  -7.9252348e-02   4.4276380e-02   3.2312670e-02  -7.6710599e-02  -9.7669501e-02  -5.0508164e-02  -7.1077547e-02  -9.2973657e-02   1.2058818e-01
   7.4220345e+00  -8.9934585e+00   1.2129576e+00   3.6343624e-01   1.5805260e-01   2.0712239e-01   5.5157752e-02  -1.4989594e-01  -9.5208718e-02  -2.3804584e-02   1.6622798e-02  -6.2767534e-02  -7.2026144e-02   2.5735832e-04   1.8231356e-02  -4.2179951e-02  -9.0706565e-02  -8.0544240e-02   1.7141057e-02  -8.4200947e-02   2.2377948e-01
   7.9287584e+00  -8.1625783e+00   2.1590086e+00   2.6996613e-01   3.5930147e-02   5.4801374e-02  -1.1425172e-01  -3.5972381e-01  -2.8082874e-01  -2.5000904e-01  -1.1200424e-01  -1.8212995e-01  -1.7065756e-01  -5.2688091e-02  -5.6911376e-02  -1.4134419e-01  -1.8521039e-01  -1.6485903e-01  -1.0642666e-01  -2.2153508e-01   1.1269352e-01
